#
#
# US Geological Survey
# retrieved: 2018-04-04 18:42:47 -04:00	(vaas01)
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://waterservices.usgs.gov/rest/Site-Service.html
#
# Contact:   gs-w_support_nwisweb@usgs.gov
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd
USGS	295407095491001	LJ-65-02-824	GW	29.9022222	-95.8197222	S	NAD83	 165.1	  1	NAVD88	12040102
USGS	295411095174601	LJ-65-06-804	GW	29.90527778	-95.2955556	H	NAD83	 62.66	  1	NAVD88	12040104
USGS	295412095362801	LJ-65-04-725	GW	29.9036111	-95.6080556	S	NAD83	 119.81	  1	NAVD88	12040104
USGS	295413095353201	LJ-65-04-726	GW	29.90388889	-95.5925	S	NAD83	 117.51	  1	NAVD88	12040104
USGS	295414095382001	LJ-65-03-910	GW	29.90416667	-95.6391667	S	NAD83	 127.18	  1	NAVD88	12040104
USGS	295416095410801	LJ-65-03-806	GW	29.9047222	-95.6858333	S	NAD83	 140.97	  1	NAVD88	12040104
USGS	295417095362801	LJ-65-04-708	GW	29.905	-95.6080556	S	NAD83	 120.5	  1	NAVD88	12040104
USGS	295419095264501	LJ-65-05-824	GW	29.90555556	-95.4461111	S	NAD83	 85.97	  1	NAVD88	12040104
USGS	295420095385601	LJ-65-03-912	GW	29.90583333	-95.6491667	S	NAD83	 129.71	  1	NAVD88	12040104
USGS	295421095305801	LJ-65-04-917	GW	29.90583333	-95.5161111	5	NAD83	 106.32	  1	NAVD88	12040104
USGS	295423094353901	SB-64-04-709	GW	29.90666667	-94.5944444	S	NAD83	 30.97	  1	NAVD88	12030203
USGS	295424094353301	SB-64-04-710	GW	29.90694444	-94.5927778	S	NAD83	 32.16	  1	NAVD88	12030203
USGS	295424095240001	LJ-65-05-955	GW	29.90666667	-95.4	S	NAD83	 80	  1	NAVD88	12040104
USGS	295425095305801	LJ-65-04-918 (MW19A)	GW	29.90694444	-95.5161111	1	NAD83	 106.39	  1	NAVD88	12040104
USGS	295430095320701	LJ-65-04-916	GW	29.9086111	-95.5355556	S	NAD83	 110.89	  1	NAVD88	12040104
USGS	295433095281001	LJ-65-05-735	GW	29.90944444	-95.4697222	S	NAD83	 95.36	  1	NAVD88	12040104
USGS	295434095281901	LJ-65-05-734	GW	29.9097222	-95.4722222	S	NAD83	 100.12	  1	NAVD88	12040104
USGS	295435095325301	LJ-65-04-810	GW	29.91	-95.5483333	S	NAD83	 111.89	  1	NAVD88	12040104
USGS	295436095194201	LJ-65-06-832	GW	29.91027778	-95.3286111	F	NAD83	 66.9	  1	NAVD88	12040104
USGS	295438095482401	LJ-65-02-8XX	GW	29.9104472	-95.8065972	H	NAD83	 161	1.6	NAVD88	12040104
USGS	295439095214101	LJ-65-06-725	GW	29.9111111	-95.3616667	S	NAD83	 70.65	  1	NAVD88	12040104
USGS	295439095462001	LJ-65-02-917	GW	29.9111111	-95.7725	F	NAD83	 156.61	  1	NAVD88	12040104
USGS	295440097555001	LR-67-01-803	GW	29.91132953	-97.9308385	S	NAD83	 604	5	NGVD29	12100203
USGS	295441095241801	LJ-65-05-954	GW	29.91166667	-95.4052778	S	NAD83	 81.15	  1	NAVD88	12040104
USGS	295442095542401	YW-65-01-905	GW	29.91194444	-95.9069444	S	NAD83	 185.85	  1	NAVD88	12040102
USGS	295443095244201	LJ-65-05-920	GW	29.9122222	-95.4119444	S	NAD83	 81.07	  1	NAVD88	12040104
USGS	295443097554101	LR-67-01-804	GW	29.91216286	-97.9283385	S	NAD83	 608	 10	NGVD29	12100203
USGS	295443097554201	LR-67-01-809 (Tipps)	GW	29.91216286	-97.9286162	S	NAD83	 601.3	 .1	NGVD29	12100203
USGS	295443099142301	RJ-69-07-705	GW	29.9169722	-99.2420278	1	NAD83	 2062	 20	NGVD29	12100201
USGS	295446094064201	PT-64-08-701	GW	29.91299357	-94.1118453	F	NAD83	 11.5	0.5	NGVD29	12040201
USGS	295447094111001	PT-64-07-803	GW	29.9132723	-94.1862933	F	NAD83	 19	  1	NGVD29	12040201
USGS	295447095300701	LJ-65-04-915	GW	29.91333333	-95.5022222	S	NAD83	 104.06	  1	NAVD88	12040104
USGS	295447095562701	YW-65-01-818	GW	29.91333333	-95.9411111	S	NAD83	 197.16	  1	NAVD88	12040102
USGS	295449094010201	PT-64-08-901	GW	29.91382567	-94.0173964	F	NAD83	 4.5	0.5	NGVD29	12040201
USGS	295449095083401	LJ-65-07-902	GW	29.91388889	-95.1430556	F	NAD83	 50.21	  1	NAVD88	12040104
USGS	295449095084101	LJ-65-07-905 (Lake Houston Piezometer No. 2)	GW	29.91388889	-95.145	S	NAD83	 53.82	  1	NAVD88	12040104
USGS	295449095084102	LJ-65-07-906	GW	29.91388889	-95.145	S	NAD83	 53.82	  1	NAVD88	12040104
USGS	295449095084103	LJ-65-07-907	GW	29.91388889	-95.145	S	NAD83	 53.82	  1	NAVD88	12040104
USGS	295449095084104	LJ-65-07-908	GW	29.91388889	-95.145	S	NAD83	 53.82	  1	NAVD88	12040104
USGS	295449095084105	LJ-65-07-909 Extensometer	GW-EX	29.9132222	-95.1455278	S	NAD83	 51.98	1.0	NAVD88	12040104
USGS	295449097550001	LR-67-01-902	GW	29.91366389	-97.9165417	H	NAD83	 645.81	 .1	NAVD88	12100203
USGS	295450095045801	LJ-65-08-815	GW	29.91416667	-95.0830556	S	NAD83	 42.47	  1	NAVD88	12040104
USGS	295450095390001	LJ-65-03-909	GW	29.91416667	-95.6502778	S	NAD83	 132.69	  1	NAVD88	12040104
USGS	295451095083901	LJ-65-07-904	GW	29.91444444	-95.1444444	S	NAD83	 57.11	  1	NAVD88	12040104
USGS	295452095244201	LJ-65-05-950	GW	29.9147222	-95.4119444	F	NAD83	 83.06	  1	NAVD88	12040104
USGS	295454095231001	LJ-65-05-952	GW	29.91527778	-95.3863889	F	NAD83	 78.11	  1	NAVD88	12040104
USGS	295456095351801	LJ-65-04-731	GW	29.91583333	-95.5886111	F	NAD83	 116.01	  1	NAVD88	12040104
USGS	295458095090301	LJ-65-07-911	GW	29.91638889	-95.1511111	S	NAD83	 53.5	  1	NAVD88	12040101
USGS	295458095371401	LJ-65-04-704	GW	29.91638889	-95.6208333	S	NAD83	 127.88	  1	NAVD88	12040104
USGS	295458098143001	DX-68-07-718	GW	29.91627778	-98.2426944	1	NAD83	 955	 10	NGVD29	12100201
USGS	295459094122101	PT-64-07-801	GW	29.9166058	-94.2060164	F	NAD83	 16	  1	NGVD29	12040201
USGS	295459095355301	LJ-65-04-722	GW	29.91666667	-95.5983333	S	NAD83	 120.21	  1	NAVD88	12040104
USGS	295459095361001	LJ-65-04-701	GW	29.91666667	-95.6030556	F	NAD83	 122.03	  1	NAVD88	12040104
USGS	295501094152201	PT-64-06-604	GW	29.9171619	-94.2562964	F	NAD83	 11	  1	NGVD29	12040201
USGS	295501095331501	LJ-65-04-502	GW	29.9172222	-95.5544444	F	NAD83	 114.91	  1	NAVD88	12040104
USGS	295501095334401	LJ-65-04-504	GW	29.9172222	-95.5625	F	NAD83	 114.69	  1	NAVD88	12040104
USGS	295501095334402	LJ-65-04-507	GW	29.9172222	-95.5625	F	NAD83	 114.69	  1	NAVD88	12040104
USGS	295501095334601	LJ-65-04-503	GW	29.9172222	-95.5630556	F	NAD83	 116.57	  1	NAVD88	12040104
USGS	295502095280401	LJ-65-05-413	GW	29.9175	-95.4680556	S	NAD83	 99.08	  1	NAVD88	12040104
USGS	295503097545101	LR-67-01-602	GW	29.91771837	-97.9144493	S	NAD83	 720	5	NGVD29	12100203
USGS	295504095223201	LJ-65-05-626	GW	29.91805556	-95.3758333	S	NAD83	 73.14	  1	NAVD88	12040104
USGS	295505095462201	LJ-65-02-612	GW	29.91833333	-95.7733333	1	NAD83	 158.9	  1	NAVD88	12040104
USGS	295507095354301	LJ-65-04-421	GW	29.91888889	-95.5955556	S	NAD83	 124.3	  1	NAVD88	12040104
USGS	295508095401001	LJ-65-03-512	GW	29.91888889	-95.6694444	S	NAD83	 139.05	  1	NAVD88	12040104
USGS	295509095220901	LJ-65-06-423	GW	29.91944444	-95.3694444	S	NAD83	 72.51	  1	NAVD88	12040104
USGS	295511095224101	LJ-65-05-627	GW	29.92	-95.3783333	S	NAD83	 76.86	  1	NAVD88	12040104
USGS	295511095272501	LJ-65-05-514	GW	29.92	-95.4572222	S	NAD83	 95.95	  1	NAVD88	12040104
USGS	295511097544001	LR-67-01-601	GW	29.91994055	-97.9113937	S	NAD83	 710	5	NGVD29	12100203
USGS	295515095210201	LJ-65-06-422	GW	29.9211111	-95.3508333	S	NAD83	 66.13	  1	NAVD88	12040104
USGS	295518095240201	LJ-65-05-606	GW	29.92194444	-95.4008333	S	NAD83	 82.16	  1	NAVD88	12040104
USGS	295518095240302	LJ-65-05-611	GW	29.92194444	-95.4011111	S	NAD83	 82.32	  1	NAVD88	12040104
USGS	295518099515401	WA-69-02-4xx	GW	29.9213861	-99.8650528	5	NAD83	 2355	  1	NAVD88	12110106
USGS	295519095281701	LJ-65-05-412	GW	29.9222222	-95.4716667	S	NAD83	 99.99	  1	NAVD88	12040104
USGS	295520095301401	LJ-65-04-616	GW	29.9225	-95.5041667	S	NAD83	 105.96	  1	NAVD88	12040104
USGS	295521095273301	LJ-65-05-410	GW	29.92277778	-95.4594444	S	NAD83	 97.01	  1	NAVD88	12040104
USGS	295522095291902	LJ-65-05-404	GW	29.9247222	-95.4875	1	NAD83	 102.69	  1	NAVD88	12040104
USGS	295525095233601	LJ-65-05-617	GW	29.92388889	-95.3936111	S	NAD83	 78.18	  1	NAVD88	12040104
USGS	295527095212601	LJ-65-06-424	GW	29.92444444	-95.3575	S	NAD83	 69.24	  1	NAVD88	12040104
USGS	295528095203901	LJ-65-06-419	GW	29.9247222	-95.3444444	S	NAD83	 68.65	  1	NAVD88	12040104
USGS	295529095043501	LJ-65-08-506	GW	29.92505556	-95.0801944	1	NAD83	 43.99	  1	NAVD88	12040104
USGS	295530093550401	PT-63-01-501	GW	29.92521429	-93.9179484	F	NAD83	 8	2.5	NGVD29	12040201
USGS	295530097270001	AT-67-05-509	GW	29.92494457	-97.4505502	R	NAD83	 544	  5	NAVD88	12090301
USGS	295532095285101	LJ-65-05-407	GW	29.92583333	-95.4811111	S	NAD83	 101.8	  1	NAVD88	12040104
USGS	295533095242901	LJ-65-05-604	GW	29.9261111	-95.4083333	S	NAD83	 85.22	  1	NAVD88	12040104
USGS	295537095174801	LJ-65-06-531	GW	29.9272222	-95.2969444	S	NAD83	 67.45	  1	NAVD88	12040104
USGS	295538095353101	LJ-65-04-419	GW	29.9275	-95.5922222	S	NAD83	 120.35	  1	NAVD88	12040104
USGS	295540095245601	LJ-65-05-625	GW	29.92805556	-95.4158333	S	NAD83	 87.09	  1	NAVD88	12040104
USGS	295542094154101	PT-64-06-603	GW	29.9285505	-94.2615743	F	NAD83	 13	  1	NGVD29	12040201
USGS	295543094181501	PT-64-06-501	GW	29.92882833	-94.3043533	F	NAD83	 20	2.5	NGVD29	12040201
USGS	295543095275101	LJ-65-05-408	GW	29.92888889	-95.4644444	S	NAD83	 96.7	  1	NAVD88	12040104
USGS	295544095462401	LJ-65-02-603	GW	29.92888889	-95.7741667	1	NAD83	 159.85	  1	NAVD88	12040104
USGS	295545095340401	LJ-65-04-525	GW	29.92944444	-95.5680556	S	NAD83	 119.15	  1	NAVD88	12040104
USGS	295546095374001	LJ-65-03-615	GW	29.9297222	-95.6280556	S	NAD83	 131.31	  1	NAVD88	12040102
USGS	295548095462501	LJ-65-02-613	GW	29.93027778	-95.7738889	F	NAD83	 158.24	  1	NAVD88	12040104
USGS	295549095165301	LJ-65-06-619	GW	29.93055556	-95.2816667	S	NAD83	 61.1	  1	NAVD88	12040104
USGS	295552095562601	YW-65-01-502	GW	29.93138889	-95.9408333	S	NAD83	 201.96	  1	NAVD88	12040102
USGS	295553095191201	LJ-65-06-528	GW	29.93194444	-95.3194444	H	NAD83	 71.74	  1	NAVD88	12040104
USGS	295554095385501	LJ-65-03-601	GW	29.93194444	-95.6488889	S	NAD83	 138.78	  1	NAVD88	12040104
USGS	295554095433301	LJ-65-03-403	GW	29.93194444	-95.7261111	F	NAD83	 153.29	  1	NAVD88	12040104
USGS	295555095332501	LJ-65-04-524	GW	29.9322222	-95.5572222	S	NAD83	 120.63	  1	NAVD88	12040104
USGS	295555095344601	LJ-65-04-534	GW	29.93194444	-95.5794444	S	NAD83	 122.11	  1	NAVD88	12040104
USGS	295555098222801	DX-68-06-407	GW	29.93215963	-98.3747389	S	NAD83	 1135	 10	NGVD29	12100201
USGS	295556095341101	LJ-65-04-528	GW	29.9325	-95.57	F	NAD83	 121.06	  1	NAVD88	12040104
USGS	295556095351101	LJ-65-04-420	GW	29.9325	-95.5866667	S	NAD83	 123.38	  1	NAVD88	12040104
USGS	295556097541601	LR-67-01-607	GW	29.9321611	-97.9045583	H	NAD83	 671.05	.01	NAVD88	12100203
USGS	295557095350201	LJ-65-04-411	GW	29.93277778	-95.5841667	S	NAD83	 122.61	  1	NAVD88	12040104
USGS	295557095360901	LJ-65-04-425	GW	29.9325	-95.6025	1	NAD83	 126.46	  1	NAVD88	12040104
USGS	295558095442301	LJ-65-03-405	GW	29.93305556	-95.74	F	NAD83	 152.61	  1	NAVD88	12040104
USGS	295559094453400	SB-64-02-604	GW	29.93333333	-94.7597222	F	NAD83	 15.39	  1	NAVD88	12030203
USGS	295600093524401	PT-63-01-606	GW	29.9335475	-93.8790583	S	NAD83	 5	2.5	NGVD29	12040201
USGS	295600097545001	LR-67-01-6 (H-50 Hays)	GW	29.9174406	-97.9141715	F	NAD83	 711	  1	NGVD29	12100203
USGS	295603095144901	LJ-65-07-401	GW	29.93444444	-95.2361111	F	NAD83	 52.6	  1	NAVD88	12040104
USGS	295603095221001	LJ-65-06-420	GW	29.93444444	-95.3697222	S	NAD83	 75.78	  1	NAVD88	12040104
USGS	295604095184701	LJ-65-06-529	GW	29.9347222	-95.3133333	S	NAD83	 72.57	  1	NAVD88	12040104
USGS	295604095301001	LJ-65-04-619	GW	29.9347222	-95.5030556	S	NAD83	 108	  1	NAVD88	12040104
USGS	295604095301002	LJ-65-04-620	GW	29.9347222	-95.5030556	S	NAD83	 108	  1	NAVD88	12040104
USGS	295604095430601	LJ-65-03-404	GW	29.9347222	-95.7186111	F	NAD83	 152.03	  1	NAVD88	12040104
USGS	295605095184701	LJ-65-06-530	GW	29.9347222	-95.3144444	H	NAD83	 72.25	  1	NAVD88	12040104
USGS	295609095233801	LJ-65-05-618	GW	29.9361111	-95.3941667	S	NAD83	 82.92	  1	NAVD88	12040104
USGS	295610095575801	YW-65-01-403	GW	29.93638889	-95.9663889	F	NAD83	 216.8	  1	NAVD88	12040102
USGS	295611095240201	LJ-65-05-615	GW	29.93666667	-95.4044444	H	NAD83	 87.36	  1	NAVD88	12040104
USGS	295611097544101	LR-67-01-606	GW	29.9365222	-97.9114222	H	NAD83	 771.74	 .1	NAVD88	12100201
USGS	295613095260801	LJ-65-05-518	GW	29.9372222	-95.4358333	S	NAD83	 93.53	  1	NAVD88	12040104
USGS	295614095242201	LJ-65-05-616	GW	29.9372222	-95.4077778	H	NAD83	 86.47	  1	NAVD88	12040104
USGS	295615095385601	LJ-65-03-616	GW	29.93777778	-95.6491667	S	NAD83	 137.35	  1	NAVD88	12040104
USGS	295615095583900	YW-65-01-405	GW	29.93777778	-95.9777778	F	NAD83	 217.84	  1	NAVD88	12040102
USGS	295616095170101	LJ-65-06-601	GW	29.93805556	-95.2836111	H	NAD83	 67.12	  1	NAVD88	12040104
USGS	295616095170201	LJ-65-06-612	GW	29.93833333	-95.2838889	H	NAD83	 66.93	  1	NAVD88	12040104
USGS	295616095195801	LJ-65-06-525	GW	29.93805556	-95.3330556	S	NAD83	 76.13	  1	NAVD88	12040104
USGS	295616095195802	LJ-65-06-526	GW	29.93805556	-95.3330556	S	NAD83	 76.13	  1	NAVD88	12040104
USGS	295616095195803	LJ-65-06-532	GW	29.93805556	-95.3330556	S	NAD83	 76.13	  1	NAVD88	12040104
USGS	295617095260101	LJ-65-05-502	GW	29.93833333	-95.4338889	F	NAD83	 93.54	  1	NAVD88	12040104
USGS	295618095313401	LJ-65-04-608	GW	29.9386111	-95.5263889	S	NAD83	 115.91	  1	NAVD88	12040104
USGS	295618095574100	YW-65-01-503	GW	29.9386111	-95.9616667	S	NAD83	 215.23	  1	NAVD88	12040102
USGS	295619095171001	LJ-65-06-616	GW	29.93916667	-95.2869444	H	NAD83	 66.8	  1	NAVD88	12040104
USGS	295619095324701	LJ-65-04-516	GW	29.93888889	-95.5466667	S	NAD83	 116.95	  1	NAVD88	12040104
USGS	295619095342501	LJ-65-04-529	GW	29.93888889	-95.5738889	S	NAD83	 122.51	  1	NAVD88	12040104
USGS	295620095262701	LJ-65-05-516	GW	29.93916667	-95.4411111	S	NAD83	 96.75	  1	NAVD88	12040104
USGS	295621095324701	LJ-65-04-517	GW	29.93944444	-95.5466667	S	NAD83	 116.71	  1	NAVD88	12040104
USGS	295622094454501	SB-64-02-605	GW	29.9397222	-94.7627778	S	NAD83	 16.66	  1	NAVD88	12030203
USGS	295622095271101	LJ-65-05-519	GW	29.9397222	-95.4533333	S	NAD83	 100.34	  1	NAVD88	12040104
USGS	295622095404101	LJ-65-03-510	GW	29.9397222	-95.6783333	S	NAD83	 143.97	  1	NAVD88	12040104
USGS	295623095383501	LJ-65-03-621	GW	29.94	-95.6433333	S	NAD83	 136.15	  1	NAVD88	12040104
USGS	295624094463400	SB-64-02-601	GW	29.94027778	-94.7763889	F	NAD83	 5.81	  1	NAVD88	12030203
USGS	295624095370801	LJ-65-04-402	GW	29.94027778	-95.6191667	F	NAD83	 131.92	  1	NAVD88	12040104
USGS	295624095370802	LJ-65-04-416	GW	29.94027778	-95.6191667	F	NAD83	 131.92	  1	NAVD88	12040104
USGS	295625095172001	LJ-65-06-625	GW	29.94055556	-95.2891667	S	NAD83	 73.53	  1	NAVD88	12040104
USGS	295628095390501	LJ-65-03-605	GW	29.94138889	-95.6516667	S	NAD83	 138.56	  1	NAVD88	12040104
USGS	295628097532901	LR-67-01-6XN1	GW	29.9413289	-97.8918379	S	NAD83	 630	 10	NGVD29	12100203
USGS	295630094214001	PT-64-06-402	GW	29.94188357	-94.3612994	F	NAD83	 23	  1	NGVD29	12040201
USGS	295630094500001	SB-64-02-402	GW	29.94527778	-94.8333333	1	NAD83	 48.76	  1	NAVD88	12030203
USGS	295631095292701	LJ-65-05-409	GW	29.9422222	-95.4911111	S	NAD83	 107.45	  1	NAVD88	12040104
USGS	295631095315001	LJ-65-04-601	GW	29.9422222	-95.5308333	S	NAD83	 117.4	  1	NAVD88	12040104
USGS	295632094192601	PT-64-06-502	GW	29.94243908	-94.324076	F	NAD83	 21	  1	NGVD29	12040201
USGS	295633095324401	LJ-65-04-515	GW	29.94277778	-95.5458333	S	NAD83	 118.43	  1	NAVD88	12040104
USGS	295633095335201	LJ-65-04-532	GW	29.9425	-95.5644444	1	NAD83	 123.32	  1	NAVD88	12040104
USGS	295635094072801	PT-64-08-401	GW	29.94327093	-94.1246239	F	NAD83	 7	2.5	NGVD29	12040201
USGS	295635095352601	LJ-65-04-422	GW	29.94333333	-95.5908333	S	NAD83	 128.78	  1	NAVD88	12040104
USGS	295637095330101	LJ-65-04-530	GW	29.94388889	-95.5505556	S	NAD83	 118.43	  1	NAVD88	12040104
USGS	295640095335301	LJ-65-04-523	GW	29.9447222	-95.565	S	NAD83	 124.7	  1	NAVD88	12040104
USGS	295644095261001	LJ-65-05-517	GW	29.94583333	-95.4366667	H	NAD83	 94.31	  1	NAVD88	12040104
USGS	295646094133401	PT-64-07-405	GW	29.94632754	-94.226295	F	NAD83	 18	2.5	NGVD29	12040201
USGS	295646095324601	LJ-65-04-514	GW	29.94638889	-95.5463889	S	NAD83	 119.08	  1	NAVD88	12040104
USGS	295647095343901	LJ-65-04-518	GW	29.94666667	-95.5777778	S	NAD83	 125.71	  1	NAVD88	12040104
USGS	295649095215001	LJ-65-06-418	GW	29.9472222	-95.3641667	S	NAD83	 74.8	  1	NAVD88	12040104
USGS	295650095315901	LJ-65-04-602	GW	29.9475	-95.5333333	F	NAD83	 118.07	  1	NAVD88	12040104
USGS	295650095322301	LJ-65-04-612	GW	29.9475	-95.5402778	F	NAD83	 120.04	  1	NAVD88	12040104
USGS	295651095083501	LJ-65-07-601	GW	29.94555556	-95.1380556	S	NAD83	 60.06	  1	NAVD88	12040101
USGS	295651095330801	LJ-65-04-531	GW	29.94777778	-95.5525	S	NAD83	 111.41	  1	NAVD88	12040104
USGS	295653094160701	PT-64-06-602	GW	29.9482722	-94.2687967	F	NAD83	 18.5	0.5	NGVD29	12040201
USGS	295653094423200	SB-64-03-401	GW	29.94833333	-94.7091667	F	NAD83	 31.43	  1	NAVD88	12030203
USGS	295654095401901	LJ-65-03-502	GW	29.9486111	-95.6722222	F	NAD83	 144.05	  1	NAVD88	12040102
USGS	295655095303501	LJ-65-04-617	GW	29.94888889	-95.51	S	NAD83	 111.73	  1	NAVD88	12040104
USGS	295656095162401	LJ-65-06-624	GW	29.94916667	-95.2736111	S	NAD83	 66.64	  1	NAVD88	12040104
USGS	295657095160203	LJ-65-06-620	GW	29.94944444	-95.2675	S	NAD83	 67.88	  1	NAVD88	12040104
USGS	295657095404701	LJ-65-03-511	GW	29.94944444	-95.68	F	NAD83	 143.92	  1	NAVD88	12040102
USGS	295658095245101	LJ-65-05-628	GW	29.9497222	-95.4144444	S	NAD83	 87.81	  1	NAVD88	12040104
USGS	295703095245101	LJ-65-05-619	GW	29.96138889	-95.4158333	H	NAD83	 90.34	  1	NAVD88	12040104
USGS	295704095250901	LJ-65-05-506	GW	29.95138889	-95.4194444	S	NAD83	 92.79	  1	NAVD88	12040104
USGS	295704095320301	LJ-65-04-614	GW	29.9525	-95.535	1	NAD83	 115.88	  1	NAVD88	12040104
USGS	295705094150401	PT-64-06-601	GW	29.95160544	-94.2512961	F	NAD83	 19	  1	NGVD29	12040201
USGS	295705095235501	LJ-65-05-623	GW	29.96277778	-95.3988889	H	NAD83	 87.76	  1	NAVD88	12040104
USGS	295705095320201	LJ-65-04-615	GW	29.95305556	-95.535	1	NAD83	 116.28	  1	NAVD88	12040104
USGS	295705095354101	LJ-65-04-418	GW	29.95166667	-95.595	S	NAD83	 129.59	  1	NAVD88	12040104
USGS	295709095300401	LJ-65-04-618	GW	29.95277778	-95.5013889	S	NAD83	 111.71	  1	NAVD88	12040104
USGS	295709096013101	YW-66-08-603	GW	29.95277778	-96.0255556	S	NAD83	 175.79	  1	NAVD88	12070104
USGS	295709098535301	RB-68-01-607	GW	29.9526111	-98.8980889	1	NAD83	 1560	 10	NGVD29	12100201
USGS	295711095222301	LJ-65-06-425	GW	29.95305556	-95.3730556	1	NAD83	 77.55	  1	NAVD88	12040104
USGS	295711095292301	LJ-65-05-406	GW	29.95333333	-95.49	S	NAD83	 109.25	  1	NAVD88	12040104
USGS	295711095330201	LJ-65-04-526	GW	29.95305556	-95.5511111	1	NAD83	 119.99	  1	NAVD88	12040104
USGS	295714095361701	LJ-65-04-424	GW	29.95388889	-95.6047222	1	NAD83	 131.27	  1	NAVD88	12040104
USGS	295716095281901	LJ-65-05-411	GW	29.9547222	-95.4722222	F	NAD83	 104.24	  1	NAVD88	12040104
USGS	295719095014101	LJ-65-08-607	GW	29.95555556	-95.0283333	S	NAD83	 51.31	  1	NAVD88	12040203
USGS	295719095371701	LJ-65-04-415	GW	29.95555556	-95.6216667	F	NAD83	 134.97	  1	NAVD88	12040102
USGS	295720095290001	LJ-65-05-414	GW	29.95555556	-95.4833333	1	NAD83	 105.19	  1	NAVD88	12040104
USGS	295720095390801	LJ-65-03-612	GW	29.95583333	-95.6525	S	NAD83	 134.79	  1	NAVD88	12040102
USGS	295720095390802	LJ-65-03-618	GW	29.95583333	-95.6525	S	NAD83	 134.79	  1	NAVD88	12040102
USGS	295722094564000	SB-64-01-201	GW	29.95638889	-94.9447222	F	NAD83	 54.21	  1	NAVD88	12040203
USGS	295722095252501	LJ-65-05-520	GW	29.95638889	-95.4238889	S	NAD83	 90.88	  1	NAVD88	12040104
USGS	295722095372001	LJ-65-04-423	GW	29.95694444	-95.6222222	1	NAD83	 134.83	  1	NAVD88	12040102
USGS	295722097525701	LR-67-01-604	GW	29.9561111	-97.8825	R	NAD83	 675	 10	NGVD29	12100203
USGS	295723095340201	LJ-65-04-522	GW	29.96277778	-95.5566667	1	NAD83	 122.32	  1	NAVD88	12040104
USGS	295724095345001	LJ-65-04-527	GW	29.95694444	-95.5808333	S	NAD83	 127.99	  1	NAVD88	12040104
USGS	295725094100401	PT-64-07-502	GW	29.95716	-94.1679592	F	NAD83	 11	  1	NGVD29	12040201
USGS	295725094223201	PT-64-05-602	GW	29.9571609	-94.3757443	F	NAD83	 26.5	0.5	NGVD29	12040201
USGS	295726095404201	LJ-65-03-509	GW	29.9575	-95.6786111	S	NAD83	 136.62	  1	NAVD88	12040102
USGS	295727094214101	PT-64-06-401	GW	29.95771645	-94.3615772	F	NAD83	 24.5	0.5	NGVD29	12040201
USGS	295728095221301	LJ-65-06-421	GW	29.95805556	-95.3705556	S	NAD83	 85.61	  1	NAVD88	12040104
USGS	295729095230101	LJ-65-05-624	GW	29.95833333	-95.3838889	S	NAD83	 83.75	  1	NAVD88	12040104
USGS	295729095302901	LJ-65-04-622	GW	29.95833333	-95.5083333	S	NAD83	 116.3	  1	NAVD88	12040104
USGS	295730094222601	PT-64-06-404	GW	29.95854976	-94.3740776	F	NAD83	 26	  1	NGVD29	12040201
USGS	295730097503201	LR-67-02-105 Kyle No. 4	GW	29.9585511	-97.8425037	H	NAD83	 646.70	.01	NGVD29	12100203
USGS	295731095263801	LJ-65-05-224	GW	29.95888889	-95.4441667	S	NAD83	 100.26	  1	NAVD88	12040104
USGS	295733095263301	LJ-65-05-227	GW	29.95944444	-95.4427778	S	NAD83	 101.6	  1	NAVD88	12040104
USGS	295734095140601	LJ-65-07-105	GW	29.9597222	-95.2352778	S	NAD83	 65.95	  1	NAVD88	12040104
USGS	295734095263801	LJ-65-05-226	GW	29.9597222	-95.4441667	S	NAD83	 100.26	  1	NAVD88	12040104
USGS	295736094483801	SB-64-02-205	GW	29.96027778	-94.8108333	S	NAD83	 50.88	  1	NAVD88	12030203
USGS	295738095012401	LJ-65-08-301	GW	29.96083333	-95.0236111	F	NAD83	 54.61	  1	NAVD88	12040203
USGS	295738095175201	LJ-65-06-211	GW	29.96083333	-95.2980556	S	NAD83	 72.64	  1	NAVD88	12040104
USGS	295740093550901	PT-63-01-201	GW	29.96132477	-93.9193381	S	NAD83	 9	2.5	NGVD29	12040201
USGS	295742095324801	LJ-65-04-216	GW	29.96194444	-95.5469444	S	NAD83	 121.77	  1	NAVD88	12040104
USGS	295743095174001	LJ-65-06-111	GW	29.9622222	-95.2947222	S	NAD83	 72.73	  1	NAVD88	12040104
